128up	FBgn0176208	FBgn0182597	
CG11188	FBgn0171124	FBgn0194810	
CG11190	FBgn0176290	FBgn0187755	
CG11191	FBgn0175613	FBgn0181973	
CG11192	FBgn0174686	FBgn0196591	
CG11200	FBgn0174689	FBgn0196594	
CG11208	FBgn0082775	FBgn0082754	
CG11210	FBgn0175888	FBgn0182313	
CG11211	FBgn0171393	FBgn0182104	
CG11221	FBgn0171130	FBgn0194813	
CG11226	FBgn0177342	FBgn0186725	
CG11236	FBgn0171133	FBgn0194815	
CG1124	FBgn0165731	FBgn0191246	
CG11241	FBgn0176952	FBgn0183795	
CG11247	FBgn0176988	FBgn0183832	
CG11249	FBgn0177267	FBgn0186658	
CG11251	FBgn0179471	FBgn0181858	
CG11253	FBgn0179475	FBgn0184406	
CG11255	FBgn0179476	FBgn0184407	
CG11257	FBgn0176834	FBgn0183201	
CG1126	FBgn0165724	FBgn0191240	
CG11261	FBgn0179479	FBgn0184410	
CG11262	FBgn0180243	FBgn0186101	
CG11263	FBgn0180244	FBgn0186102	
CG11266	FBgn0171194	FBgn0194830	
CG11267	FBgn0180246	FBgn0186104	
CG11269	FBgn0170802	FBgn0183389	
CG11275	FBgn0170807	FBgn0187115	
CG11279	FBgn0180254	FBgn0186111	
CG11284	FBgn0176634	FBgn0188491	
CG11286	FBgn0165409	FBgn0190964	
CG11289	FBgn0171248	FBgn0194836	
CG1129	FBgn0165723	FBgn0191238	
CG11294	FBgn0176009	FBgn0187735	
CG11298	FBgn0170818	FBgn0183401	
CG11300	FBgn0170960	FBgn0183533	
CG11306	FBgn0177260	FBgn0186651	
CG11307	FBgn0177259	FBgn0186650	
CG11313	FBgn0167075	FBgn0188442	
CG11317	FBgn0167050	FBgn0188226	
CG11318	FBgn0167048	FBgn0188208	
CG11319	FBgn0169029	FBgn0193964	
CG11320	FBgn0169007	FBgn0193963	
CG11322	FBgn0168789	FBgn0193945	
CG11327	FBgn0168887	FBgn0193952	
CG11333	FBgn0167875	FBgn0193004	
CG11334	FBgn0167026	FBgn0188031	
CG11337	FBgn0167029	FBgn0188051	
CG11340	FBgn0167032	FBgn0188083	
CG11342	FBgn0168910	FBgn0184983	
CG11345	FBgn0168905	FBgn0184979	
CG11349	FBgn0169587	FBgn0185546	
CG11356	FBgn0168083	FBgn0187585	
CG11357	FBgn0169591	FBgn0185548	
CG1136	FBgn0169538	FBgn0185506	
CG11360	FBgn0181661	FBgn0195748	
CG11362	FBgn0170837	FBgn0183417	
CG11368	FBgn0172435	FBgn0188433	
CG11370	FBgn0177335	FBgn0186719	
CG11373	FBgn0165527	FBgn0191064	
CG11377	FBgn0171627	FBgn0194392	
CG11378	FBgn0174017	FBgn0188149	
CG11379	FBgn0174018	FBgn0196030	
CG1138	FBgn0165492	FBgn0191037	
CG11380	FBgn0174021	FBgn0188150	
CG11381	FBgn0174023	FBgn0188153	
CG11382	FBgn0174025	FBgn0196033	
CG11384	FBgn0173896	FBgn0188049	
CG1139	FBgn0169387	FBgn0185370	
CG11395	FBgn0176641	FBgn0183004	
CG11396	FBgn0177058	FBgn0183899	
CG11399	FBgn0177059	FBgn0183900	
CG1140	FBgn0169386	FBgn0185369	
CG11400	FBgn0176639	FBgn0083473	
CG11403	FBgn0173892	FBgn0085876	
CG11404	FBgn0177322	FBgn0186705	
CG11406	FBgn0173170	FBgn0196281	
CG11409	FBgn0173889	FBgn0188043	
CG11412	FBgn0174028	FBgn0196035	
CG11413	FBgn0166813	FBgn0183609	
CG11414	FBgn0166816	FBgn0183612	
CG11417	FBgn0174031	FBgn0188156	
CG1142	FBgn0165430	FBgn0190979	
CG11425	FBgn0177319	FBgn0186704	
CG11426	FBgn0177318	FBgn0186703	
CG1143	FBgn0169426	FBgn0185408	
CG11436	FBgn0167621	FBgn0187919	
CG11437	FBgn0177316	FBgn0186702	
CG11438	FBgn0177315	FBgn0186701	
CG11444	FBgn0167620	FBgn0187918	
CG11447	FBgn0181717	FBgn0190819	
CG11449	FBgn0177314	FBgn0189205	
CG11453	FBgn0175757	FBgn0190816	
CG11454	FBgn0171630	FBgn0194395	
CG11455	FBgn0171631	FBgn0194396	
CG11456	FBgn0177199	FBgn0186589	
CG11458	FBgn0177200	FBgn0186590	
CG11459	FBgn0165522	FBgn0262092	
CG11470	FBgn0167175	FBgn0189275	
CG11474	FBgn0170584	FBgn0196461	
CG11475	FBgn0170585	FBgn0196462	
CG11486	FBgn0169451	FBgn0185432	
CG11498	FBgn0167117	FBgn0188861	
CG11505	FBgn0169472	FBgn0185448	
CG11523	FBgn0176967	FBgn0183810	
CG11526	FBgn0168987	FBgn0185049	
CG11529	FBgn0180194	FBgn0186051	
CG11534	FBgn0180188	FBgn0186044	
CG11537	FBgn0169011	FBgn0185071	
CG11539	FBgn0171340	FBgn0188000	
CG11550	FBgn0171339	FBgn0187990	
CG11560	FBgn0180186	FBgn0186041	
CG11562	FBgn0171643	FBgn0194406	
CG11563	FBgn0171360	FBgn0193022	
CG11570	FBgn0179552	FBgn0184486	
CG11577	FBgn0169815	FBgn0184038	
CG11581	FBgn0172563	FBgn0188724	
CG11583	FBgn0168917	FBgn0184989	
CG11584	FBgn0172564	FBgn0188725	
CG11585	FBgn0172568	FBgn0188728	
CG11586	FBgn0168921	FBgn0184991	
CG11588	FBgn0180167	FBgn0186023	
CG11592	FBgn0171594	FBgn0194362	
CG11593	FBgn0168950	FBgn0185019	
CG11594	FBgn0168951	FBgn0185020	
CG11596	FBgn0174084	FBgn0188181	
CG11598	FBgn0178914	FBgn0190361	
CG11600	FBgn0178915	FBgn0190362	
CG11601	FBgn0171596	FBgn0194364	
CG11608	FBgn0178917	FBgn0190364	
CG1161	FBgn0165747	FBgn0191267	
CG11617	FBgn0171604	FBgn0194371	
CG11626	FBgn0181692	FBgn0190794	
CG11629	FBgn0171041	FBgn0193050	
CG11630	FBgn0171042	FBgn0193051	
CG11634	FBgn0171065	FBgn0195685	
CG11635	FBgn0175907	FBgn0187041	
CG11638	FBgn0173905	FBgn0187670	
CG11652	FBgn0179585	FBgn0184511	
CG11655	FBgn0174465	FBgn0188774	
CG11656	FBgn0178939	FBgn0190384	
CG11658	FBgn0179583	FBgn0184509	
CG11660	FBgn0179589	FBgn0184514	
CG11665	FBgn0171420	FBgn0182127	
CG11666	FBgn0177924	FBgn0189056	
CG11668	FBgn0178943	FBgn0190387	
CG11670	FBgn0178945	FBgn0190388	
CG11671	FBgn0178581	FBgn0190054	
CG11672	FBgn0181211	FBgn0192340	
CG11674	FBgn0172473	FBgn0187513	
CG11679	FBgn0177403	FBgn0187441	
CG11686	FBgn0178956	FBgn0190402	
CG11693	FBgn0181206	FBgn0192336	
CG11698	FBgn0178586	FBgn0190058	
CG11699	FBgn0168022	FBgn0188605	
CG11703	FBgn0181770	FBgn0191604	
CG11710	FBgn0177538	FBgn0195778	
CG11714	FBgn0179608	FBgn0184529	
CG1172	FBgn0165753	FBgn0191269	
CG11722	FBgn0181047	FBgn0192207	
CG11723	FBgn0178550	FBgn0194266	
CG11726	FBgn0180128	FBgn0185987	
CG11737	FBgn0178600	FBgn0190067	
CG11739	FBgn0165695	FBgn0191211	
CG11752	FBgn0166415	FBgn0188591	
CG11753	FBgn0178611	FBgn0190079	
CG11755	FBgn0178617	FBgn0190085	
CG11756	FBgn0166413	FBgn0188589	
CG11760	FBgn0178620	FBgn0190088	
CG11762	FBgn0178623	FBgn0190091	
CG11768	FBgn0181169	FBgn0192307	
CG11771	FBgn0181501	FBgn0192601	
CG11777	FBgn0176101	FBgn0182507	
CG11779	FBgn0164995	FBgn0191610	
CG11781	FBgn0172671	FBgn0189781	
CG11786	FBgn0172697	FBgn0192612	
CG11788	FBgn0082774	FBgn0082753	
CG11790	FBgn0172698	FBgn0192613	
CG11791	FBgn0172699	FBgn0192614	
CG11796	FBgn0177083	FBgn0183921	
CG11807	FBgn0176473	FBgn0182858	
CG11808	FBgn0176477	FBgn0182860	
CG11811	FBgn0180084	FBgn0185942	
CG11815	FBgn0169077	FBgn0185131	
CG11816	FBgn0172515	FBgn0195856	
CG11825	FBgn0175407	FBgn0182503	
CG11835	FBgn0171570	FBgn0194344	
CG11836	FBgn0172704	FBgn0192620	
CG11837	FBgn0167693	FBgn0192842	
CG11839	FBgn0172703	FBgn0192619	
CG11841	FBgn0167694	FBgn0192843	
CG11851	FBgn0172726	FBgn0192639	
CG11852	FBgn0172727	FBgn0192640	
CG11854	FBgn0172730	FBgn0192642	
CG11857	FBgn0172733	FBgn0192645	
CG11858	FBgn0172734	FBgn0192646	
CG11859	FBgn0172735	FBgn0192647	
CG11864	FBgn0169222	FBgn0193365	
CG11865	FBgn0171017	FBgn0042864	
CG11866	FBgn0176069	FBgn0182480	
CG11875	FBgn0172731	FBgn0192643	
CG11876	FBgn0167701	FBgn0192849	
CG11877	FBgn0167702	FBgn0192850	
CG11880	FBgn0167703	FBgn0192851	
CG11882	FBgn0167196	FBgn0189496	
CG11883	FBgn0176105	FBgn0182511	
CG11885	FBgn0171582	FBgn0194351	
CG11892	FBgn0172741	FBgn0192654	
CG11899	FBgn0167711	FBgn0083468	
CG11905	FBgn0179223	FBgn0184168	
CG11911	FBgn0171590	FBgn0194358	
CG11912	FBgn0171591	FBgn0194359	
CG11920	FBgn0172706	FBgn0192621	
CG11927	FBgn0173402	FBgn0194689	
CG11929	FBgn0173392	FBgn0194680	
CG11951	FBgn0167185	FBgn0189431	
CG11961	FBgn0176828	FBgn0183196	
CG11964	FBgn0181152	FBgn0192294	
CG11975	FBgn0178640	FBgn0190107	
CG11977	FBgn0178641	FBgn0186816	
CG11980	FBgn0178642	FBgn0190109	
CG11982	FBgn0178643	FBgn0190110	
CG11983	FBgn0178644	FBgn0190111	
CG11984	FBgn0181145	FBgn0192289	
CG11985	FBgn0181144	FBgn0192288	
CG11986	FBgn0178645	FBgn0190112	
CG11997	FBgn0178650	FBgn0190118	
CG11999	FBgn0165591	FBgn0191117	
CG12001	FBgn0165717	FBgn0191234	
CG12003	FBgn0169346	FBgn0185336	
CG12004	FBgn0169348	FBgn0185337	
CG12006	FBgn0169508	FBgn0185479	
CG12007	FBgn0165733	FBgn0191249	
CG12009	FBgn0169478	FBgn0185453	
CG12010	FBgn0169491	FBgn0185461	
CG12011	FBgn0169361	FBgn0185348	
CG12012	FBgn0169492	FBgn0185462	
CG12014	FBgn0169493	FBgn0185463	
CG12016	FBgn0169485	FBgn0185457	
CG12017	FBgn0169477	FBgn0185452	
CG12018	FBgn0169367	FBgn0185354	
CG12020	FBgn0169370	FBgn0185356	
CG12024	FBgn0169376	FBgn0185361	
CG12025	FBgn0169377	FBgn0185362	
CG12027	FBgn0168866	FBgn0184937	
CG12035	FBgn0169363	FBgn0185350	
CG12038	FBgn0169296	FBgn0185298	
CG12042	FBgn0175652	FBgn0182006	
CG12050	FBgn0178146	FBgn0193078	
CG12054	FBgn0167859	FBgn0192990	
CG12057	FBgn0168658	FBgn0188515	
CG12065	FBgn0176581	FBgn0084063	
CG12069	FBgn0167079	FBgn0188473	
CG12071	FBgn0167065	FBgn0188383	
CG12075	FBgn0168633	FBgn0188497	
CG12077	FBgn0168988	FBgn0185050	
CG12078	FBgn0168990	FBgn0185052	
CG12079	FBgn0169009	FBgn0185069	
CG1208	FBgn0165793	FBgn0191318	
CG12082	FBgn0169010	FBgn0185070	
CG12084	FBgn0169138	FBgn0185185	
CG12090	FBgn0169133	FBgn0185181	
CG12091	FBgn0169132	FBgn0185180	
CG12093	FBgn0169034	FBgn0185087	
CG12096	FBgn0166550	FBgn0188676	
CG12099	FBgn0169130	FBgn0185178	
CG12104	FBgn0169128	FBgn0189162	
CG12105	FBgn0169126	FBgn0084334	
CG12106	FBgn0168660	FBgn0188517	
CG12107	FBgn0175854	FBgn0182274	
CG12111	FBgn0176106	FBgn0084862	
CG12112	FBgn0176127	FBgn0187349	
CG12116	FBgn0176182	FBgn0187746	
CG12118	FBgn0168602	FBgn0187716	
CG12119	FBgn0166602	FBgn0187714	
CG12121	FBgn0177230	FBgn0187712	
CG12123	FBgn0176247	FBgn0187754	
CG12125	FBgn0176258	FBgn0085907	
CG12126	FBgn0175586	FBgn0186955	
CG12128	FBgn0176056	FBgn0182472	
CG12129	FBgn0176057	FBgn0182473	
CG1213	FBgn0165794	FBgn0191319	
CG12133	FBgn0176051	FBgn0182468	
CG12134	FBgn0166066	FBgn0182470	
CG12155	FBgn0172442	FBgn0188438	
CG12158	FBgn0175491	FBgn0181857	
CG12159	FBgn0175629	FBgn0181989	
CG12162	FBgn0165755	FBgn0191276	
CG12163	FBgn0165600	FBgn0191126	
CG12164	FBgn0175826	FBgn0187008	
CG12170	FBgn0165773	FBgn0191293	
CG12173	FBgn0165599	FBgn0191125	
CG12177	FBgn0172505	FBgn0187532	
CG1218	FBgn0165787	FBgn0191311	
CG12182	FBgn0169043	FBgn0185097	
CG12194	FBgn0173401	FBgn0194688	
CG12203	FBgn0177829	FBgn0188998	
CG12204	FBgn0177611	FBgn0187246	
CG12206	FBgn0167660	FBgn0187953	
CG12209	FBgn0175424	FBgn0197275	
CG12213	FBgn0180911	FBgn0192086	
CG12214	FBgn0175429	FBgn0197278	
CG12229	FBgn0179194	FBgn0184135	
CG12231	FBgn0177608	FBgn0187243	
CG12236	FBgn0167386	FBgn0188354	
CG12237	FBgn0177593	FBgn0195790	
CG12239	FBgn0167375	FBgn0188342	
CG12241	FBgn0179068	FBgn0190503	
CG12253	FBgn0173684	FBgn0195120	
CG12256	FBgn0180887	FBgn0192057	
CG12259	FBgn0171230	FBgn0189595	
CG12262	FBgn0179858	FBgn0185725	
CG12264	FBgn0181548	FBgn0195176	
CG12267	FBgn0178906	FBgn0190355	
CG12268	FBgn0178390	FBgn0189863	
CG12269	FBgn0168580	FBgn0191621	
CG1227	FBgn0165441	FBgn0190987	
CG12278	FBgn0169979	FBgn0190893	
CG12279	FBgn0178927	FBgn0190371	
CG12288	FBgn0172057	FBgn0193303	
CG12289	FBgn0179617	FBgn0184532	
CG12290	FBgn0165265	FBgn0192716	
CG12299	FBgn0173635	FBgn0195104	
CG12301	FBgn0180401	FBgn0186237	
CG12304	FBgn0180402	FBgn0186238	
CG12307	FBgn0165957	FBgn0193571	
CG12309	FBgn0176113	FBgn0182516	
CG12316	FBgn0179365	FBgn0184300	
CG12320	FBgn0170234	FBgn0191669	
CG12321	FBgn0170243	FBgn0191677	
CG12325	FBgn0176122	FBgn0182523	
CG1233	FBgn0169265	FBgn0182775	
CG12333	FBgn0173609	FBgn0191647	
CG12338	FBgn0175381	FBgn0197239	
CG1234	FBgn0165442	FBgn0190988	
CG12341	FBgn0175375	FBgn0197233	
CG12343	FBgn0175372	FBgn0197229	
CG12344	FBgn0175371	FBgn0197228	
CG12347	FBgn0170188	FBgn0190696	
CG12355	FBgn0179354	FBgn0184290	
CG1236	FBgn0165781	FBgn0191305	
CG12360	FBgn0180820	FBgn0191995	
CG12374	FBgn0176305	FBgn0182682	
CG12375	FBgn0168101	FBgn0193843	
CG12379	FBgn0177405	FBgn0187443	
CG12384	FBgn0175319	FBgn0186921	
CG1239	FBgn0165780	FBgn0191304	
CG12391	FBgn0175355	FBgn0197219	
CG12393	FBgn0173500	FBgn0194765	
CG12395	FBgn0167913	FBgn0187426	
CG12398	FBgn0166959	FBgn0193660	
CG1240	FBgn0169434	FBgn0185413	
CG12400	FBgn0173072	FBgn0194169	
CG12402	FBgn0180743	FBgn0191929	
CG12404	FBgn0180810	FBgn0193506	
CG12413	FBgn0171207	FBgn0189575	
CG12420	FBgn0178733	FBgn0190196	
CG12426	FBgn0171234	FBgn0189598	
CG12438	FBgn0172040	FBgn0194939	
CG12439	FBgn0172291	FBgn0194962	
CG12448	FBgn0173548	FBgn0195388	
CG1246	FBgn0169427	FBgn0185409	
CG12464	FBgn0175142	FBgn0197027	
CG12470	FBgn0173957	FBgn0188108	
CG12477	FBgn0169844	FBgn0184061	
CG12479	FBgn0172479	FBgn0187516	
CG12480	FBgn0172561	FBgn0188722	
CG12481	FBgn0172567	FBgn0188727	
CG12493	FBgn0168882	FBgn0184956	
CG12496	FBgn0173784	FBgn0187985	
CG12498	FBgn0174150	FBgn0188216	
CG12502	FBgn0169286	FBgn0185290	
CG12511	FBgn0173472	FBgn0194742	
CG12512	FBgn0172929	FBgn0194050	
CG12516	FBgn0171214	FBgn0189581	
CG12517	FBgn0173665	FBgn0195114	
CG12520	FBgn0179486	FBgn0184417	
CG12521	FBgn0179562	FBgn0184496	
CG12523	FBgn0180087	FBgn0185946	
CG12531	FBgn0177854	FBgn0189011	
CG12535	FBgn0173741	FBgn0187957	
CG12538	FBgn0174306	FBgn0191963	
CG12540	FBgn0172586	FBgn0188742	
CG12541	FBgn0172391	FBgn0187797	
CG12558	FBgn0167671	FBgn0192816	
CG12560	FBgn0168142	FBgn0193851	
CG12576	FBgn0166665	FBgn0187152	
CG12582	FBgn0165680	FBgn0191196	
CG12590	FBgn0165735	FBgn0191252	
CG12607	FBgn0169583	FBgn0185543	
CG12609	FBgn0177657	FBgn0187285	
CG12617	FBgn0178210	FBgn0195599	
CG12620	FBgn0172134	FBgn0195454	
CG12637	FBgn0166238	FBgn0187661	
CG12643	FBgn0166271	FBgn0195975	
CG1265	FBgn0169560	FBgn0185524	
CG12655	FBgn0177570	FBgn0190246	
CG12659	FBgn0176084	FBgn0195899	
CG12661	FBgn0168623	FBgn0187730	
CG12662	FBgn0168621	FBgn0187728	
CG12674	FBgn0171765	FBgn0194521	
CG12679	FBgn0177548	FBgn0187206	
CG12680	FBgn0167315	FBgn0188305	
CG12681	FBgn0167306	FBgn0188298	
CG12682	FBgn0167305	FBgn0188296	
CG12684	FBgn0167617	FBgn0187917	
CG12688	FBgn0167281	FBgn0188278	
CG12691	FBgn0167273	FBgn0191297	
CG12692	FBgn0167631	FBgn0187928	
CG12693	FBgn0167626	FBgn0187925	
CG12698	FBgn0166624	FBgn0196146	
CG12702	FBgn0177577	FBgn0187231	
CG1271	FBgn0169449	FBgn0185430	
CG12713	FBgn0180418	FBgn0186256	
CG12716	FBgn0166465	FBgn0187561	
CG12717	FBgn0166477	FBgn0192372	
CG12723	FBgn0166450	FBgn0187551	
CG12725	FBgn0166436	FBgn0187539	
CG12729	FBgn0167381	FBgn0188346	
CG1273	FBgn0169565	FBgn0185527	
CG12730	FBgn0167354	FBgn0188324	
CG12736	FBgn0175666	FBgn0186974	
CG12744	FBgn0176044	FBgn0182459	
CG12746	FBgn0165760	FBgn0191282	
CG1275	FBgn0169058	FBgn0185112	
CG12766	FBgn0168957	FBgn0185028	
CG12768	FBgn0177352	FBgn0186734	
CG12772	FBgn0176624	FBgn0188490	
CG12780	FBgn0175562	FBgn0181935	
CG12782	FBgn0170486	FBgn0196382	
CG12783	FBgn0170336	FBgn0191751	
CG12784	FBgn0179117	FBgn0190549	
CG12795	FBgn0166083	FBgn0194621	
CG12796	FBgn0167484	FBgn0187804	
CG12811	FBgn0181046	FBgn0192206	
CG12814	FBgn0181034	FBgn0192194	
CG12818	FBgn0178740	FBgn0190206	
CG12821	FBgn0175868	FBgn0182285	
CG12822	FBgn0175867	FBgn0182284	
CG12824	FBgn0175862	FBgn0182280	
CG12825	FBgn0175861	FBgn0182279	
CG12826	FBgn0175651	FBgn0186971	
CG12831	FBgn0175703	FBgn0182048	
CG12836	FBgn0175810	FBgn0182227	
CG12848	FBgn0166740	FBgn0196238	
CG12849	FBgn0166841	FBgn0183637	
CG12851	FBgn0166858	FBgn0183652	
CG12857	FBgn0175069	FBgn0196944	
CG12858	FBgn0175074	FBgn0196948	
CG12859	FBgn0176449	FBgn0182832	
CG12860	FBgn0175077	FBgn0196950	
CG12861	FBgn0175078	FBgn0196951	
CG12866	FBgn0176444	FBgn0182829	
CG12869	FBgn0176436	FBgn0182821	
CG1287	FBgn0165426	FBgn0190976	
CG12877	FBgn0171269	FBgn0192787	
CG1288	FBgn0165447	FBgn0190992	
CG12880	FBgn0171266	FBgn0192784	
CG12883	FBgn0171265	FBgn0192783	
CG12885	FBgn0165346	FBgn0192775	
CG12895	FBgn0175405	FBgn0197259	
CG12898	FBgn0175411	FBgn0197266	
CG12902	FBgn0175419	FBgn0197270	
CG12909	FBgn0176090	FBgn0182496	
CG1291	FBgn0169453	FBgn0185433	
CG12910	FBgn0176081	FBgn0182491	
CG12911	FBgn0176079	FBgn0182490	
CG12912	FBgn0175426	FBgn0197276	
CG12913	FBgn0176077	FBgn0182488	
CG12914	FBgn0176076	FBgn0182487	
CG12917	FBgn0176071	FBgn0182482	
CG12920	FBgn0176061	FBgn0182476	
CG12923	FBgn0176045	FBgn0182460	
CG12926	FBgn0175470	FBgn0181834	
CG12929	FBgn0175476	FBgn0181842	
CG12934	FBgn0176108	FBgn0182513	
CG12935	FBgn0176118	FBgn0182519	
CG12943	FBgn0176130	FBgn0187055	
CG12945	FBgn0181065	FBgn0192225	
CG12948	FBgn0181074	FBgn0192229	
CG12950	FBgn0181077	FBgn0192231	
CG12963	FBgn0176507	FBgn0182884	
CG12964	FBgn0175020	FBgn0196901	
CG12971	FBgn0177014	FBgn0183858	
CG12974	FBgn0177023	FBgn0183865	
CG12975	FBgn0177029	FBgn0183871	
CG12984	FBgn0177205	FBgn0186597	
CG12985	FBgn0177732	FBgn0188931	
CG12986	FBgn0177723	FBgn0195822	
CG1299	FBgn0169550	FBgn0185516	
CG12990	FBgn0168232	FBgn0188907	
CG12991	FBgn0168446	FBgn0187335	
CG12992	FBgn0168445	FBgn0187334	
CG12994	FBgn0168246	FBgn0188918	
CG12995	FBgn0168263	FBgn0187354	
CG12998	FBgn0168429	FBgn0196161	
CG13000	FBgn0168282	FBgn0195827	
CG13002	FBgn0168407	FBgn0188881	
CG13004	FBgn0168293	FBgn0187380	
CG13005	FBgn0168401	FBgn0188871	
CG13008	FBgn0168391	FBgn0188857	
CG13010	FBgn0168309	FBgn0187396	
CG13012	FBgn0168310	FBgn0187397	
CG13014	FBgn0168376	FBgn0188848	
CG13016	FBgn0176390	FBgn0182781	
CG13021	FBgn0167233	FBgn0188238	
CG13022	FBgn0179222	FBgn0184167	
CG13023	FBgn0179225	FBgn0184169	
CG13024	FBgn0179228	FBgn0184172	
CG13025	FBgn0179232	FBgn0184175	
CG13026	FBgn0179235	FBgn0184177	
CG13028	FBgn0180532	FBgn0186357	
CG13029	FBgn0180523	FBgn0186351	
CG13031	FBgn0180510	FBgn0186337	
CG13032	FBgn0180506	FBgn0186332	
CG13033	FBgn0179255	FBgn0184192	
CG13035	FBgn0179266	FBgn0184201	
CG13036	FBgn0179267	FBgn0184202	
CG13038	FBgn0179276	FBgn0184212	
CG13039	FBgn0179277	FBgn0184213	
CG1304	FBgn0177519	FBgn0187185	
CG13040	FBgn0179278	FBgn0184214	
CG13042	FBgn0179281	FBgn0184217	
CG13043	FBgn0179282	FBgn0184218	
CG13044	FBgn0179283	FBgn0184219	
CG13045	FBgn0179285	FBgn0184221	
CG13046	FBgn0179286	FBgn0184223	
CG13047	FBgn0179287	FBgn0184224	
CG13049	FBgn0179289	FBgn0184225	
CG13050	FBgn0179290	FBgn0184226	
CG13054	FBgn0179298	FBgn0184231	
CG13055	FBgn0179299	FBgn0184232	
CG13056	FBgn0180481	FBgn0186308	
CG13058	FBgn0180476	FBgn0186304	
CG13059	FBgn0180475	FBgn0186303	
CG13062	FBgn0180472	FBgn0186300	
CG13063	FBgn0180471	FBgn0186299	
CG13064	FBgn0180469	FBgn0186296	
CG13065	FBgn0180468	FBgn0186295	
CG13066	FBgn0180467	FBgn0186294	
CG13067	FBgn0180464	FBgn0186292	
CG1307	FBgn0165484	FBgn0191030	
CG13073	FBgn0179302	FBgn0184235	
CG13074	FBgn0179310	FBgn0189117	
CG13075	FBgn0180439	FBgn0186274	
CG13077	FBgn0172281	FBgn0195576	
CG13078	FBgn0172279	FBgn0195575	
CG13081	FBgn0172273	FBgn0195571	
CG13082	FBgn0172272	FBgn0195570	
CG13083	FBgn0172263	FBgn0195561	
CG13084	FBgn0172262	FBgn0195560	
CG13085	FBgn0172255	FBgn0195554	
CG13086	FBgn0172247	FBgn0195546	
CG13088	FBgn0171913	FBgn0194927	
CG13089	FBgn0171934	FBgn0194929	
CG1309	FBgn0169561	FBgn0185525	
CG13096	FBgn0167793	FBgn0193802	
CG13097	FBgn0167783	FBgn0193801	
CG13101	FBgn0167542	FBgn0193776	
CG13102	FBgn0172280	FBgn0194961	
CG13108	FBgn0172323	FBgn0194968	
CG1311	FBgn0169567	FBgn0185528	
CG13110	FBgn0172345	FBgn0194976	
CG13113	FBgn0172440	FBgn0194990	
CG13114	FBgn0172449	FBgn0194991	
CG13116	FBgn0172566	FBgn0195001	
CG13117	FBgn0172577	FBgn0195002	
CG13123	FBgn0167181	FBgn0193741	
CG13126	FBgn0167024	FBgn0193727	
CG13127	FBgn0172778	FBgn0195027	
CG13130	FBgn0174438	FBgn0193721	
CG13133	FBgn0166954	FBgn0193714	
CG13135	FBgn0166935	FBgn0193711	
CG13137	FBgn0172878	FBgn0195038	
CG1314	FBgn0179480	FBgn0195983	
CG13142	FBgn0173345	FBgn0195082	
CG13144	FBgn0166584	FBgn0193657	
CG13148	FBgn0176298	FBgn0182675	
CG1315	FBgn0165485	FBgn0191031	
CG13151	FBgn0176281	FBgn0182660	
CG13154	FBgn0175245	FBgn0197122	
CG13155	FBgn0175249	FBgn0197127	
CG13157	FBgn0176268	FBgn0182647	
CG1316	FBgn0169568	FBgn0185529	
CG13163	FBgn0176240	FBgn0182617	
CG13168	FBgn0176230	FBgn0182610	
CG1317	FBgn0169054	FBgn0185109	
CG13170	FBgn0176228	FBgn0182607	
CG13171	FBgn0176227	FBgn0187076	
CG13175	FBgn0176222	FBgn0187072	
CG13178	FBgn0175268	FBgn0197138	
CG13183	FBgn0175283	FBgn0197154	
CG13186	FBgn0176212	FBgn0182602	
CG13188	FBgn0176200	FBgn0182590	
CG13189	FBgn0176198	FBgn0182586	
CG1319	FBgn0169571	FBgn0185533	
CG13192	FBgn0176187	FBgn0182578	
CG13193	FBgn0176185	FBgn0182575	
CG13196	FBgn0175297	FBgn0197169	
CG13197	FBgn0176183	FBgn0182573	
CG13198	FBgn0176178	FBgn0182568	
CG13202	FBgn0175320	FBgn0186922	
CG13203	FBgn0176168	FBgn0182558	
CG13204	FBgn0176167	FBgn0182557	
CG13215	FBgn0175348	FBgn0197212	
CG13216	FBgn0175349	FBgn0197213	
CG13217	FBgn0175351	FBgn0197215	
CG13218	FBgn0175352	FBgn0197216	
CG13220	FBgn0176155	FBgn0182549	
CG13223	FBgn0176152	FBgn0182547	
CG13226	FBgn0176144	FBgn0182541	
CG13227	FBgn0176142	FBgn0182539	
CG13228	FBgn0176141	FBgn0182538	
CG13229	FBgn0175356	FBgn0197220	
CG13231	FBgn0176135	FBgn0182533	
CG13239	FBgn0177343	FBgn0186726	
CG1324	FBgn0177531	FBgn0187192	
CG13243	FBgn0173543	FBgn0195380	
CG13244	FBgn0173546	FBgn0195386	
CG13245	FBgn0173555	FBgn0195393	
CG13247	FBgn0177153	FBgn0186553	
CG13248	FBgn0177091	FBgn0183929	
CG13250	FBgn0177178	FBgn0186572	
CG13251	FBgn0177180	FBgn0186574	
CG13252	FBgn0177184	FBgn0186576	
CG13255	FBgn0177198	FBgn0186588	
CG13258	FBgn0172822	FBgn0193341	
CG13278	FBgn0172069	FBgn0193314	
CG13280	FBgn0172067	FBgn0183703	
CG13282	FBgn0172065	FBgn0193310	
CG13283	FBgn0172064	FBgn0189353	
CG13285	FBgn0168846	FBgn0184914	
CG13287	FBgn0169648	FBgn0185603	
CG13288	FBgn0169653	FBgn0185607	
CG13293	FBgn0169674	FBgn0185630	
CG13295	FBgn0168804	FBgn0184879	
